
0x0017f05a このままゲームを始める。
0x003f51a6 倒してくれたのかい。
0x003f51bb $)助かったよ。
0x003f51ca ありがとう。
0x003f51db スイッチは、かたくて動かない。
0x003f51ff 扉はかたく閉ざされている。
0x003f5220 牢屋の奥で男の声が聞こえる。
0x003f523f ｦ$%誰かそこにいるのか！？
0x003f5259 頼む助けてくれ！！
0x003f526c $&上にいる魔物が、この牢屋の
0x003f5289 カギを持っているんだ。
0x003f52a6 魔物から手に入れたカギを使うと牢屋の扉が開いた。
0x003f52e0 5$7ねぇねぇ、
0x003f52ee あなた、ちょっと聞いてよ。
0x003f5309 $8そこにいるミフィさんの
0x003f5322 だんなさんて、鉱山で金脈掘り
0x003f533f してるらしいんだけどさ、
0x003f5358 $9一度も金なんて、
0x003f536b 持って帰ったことないのよ。
0x003f5386 $:そのくせ、
0x003f5393 ろくに働きもしないから、
0x003f53ac 生活はかなり苦しいみたいよ。
0x003f53c9 $;もう、気の毒でしょうがないわ。
0x003f53ea ねぇねぇ、ちょっとあなた、
0x003f5405 聞いた？
0x003f540e ミフィさんのだんなさん、
0x003f5427 ついに金脈を掘り当てたそうね。
0x003f5446 でも、うわさだと、
0x003f5459 なんかよくわからない３人組が
0x003f5476 だんなさんをあわれに思って、
0x003f5493 恵んだらしいわよ。
0x003f54a6 でも、
0x003f54ad あんなにミフィさん喜んでるし、かわいそうだから、だまってる
0x003f54e8 ことにするわ。
0x003f54f9 ミフィ
0x003f5505 舒私も、マリオネット強盗団に
0x003f5522 大事な指輪を盗まれたの。
0x003f553b あれは、主人との大切な
0x003f5552 婚約指輪なのに…。
0x003f5568 長いこと鉱山で金塊探しを
0x003f5581 していた主人が、ついに金塊を
0x003f559e 見つけて帰ってくるそうなの。
0x003f55bb これでやっと、貧しい生活から
0x003f55d8 さよなら出来るわ。
0x003f55eb あぁ…、
0x003f55f4 はやく帰ってこないかしら。
0x003f5611 ミフィ
0x003f561a ああ、どうしたらいいのかしら。主人に、会わす顔がないわ。
0x003f5655 ｦ我々も、ナモと一緒に強盗団を
0x003f5673 捕まえにいきたいのだが、
0x003f568c ここを離れると村の方が
0x003f56a3 危ないので…。
0x003f56b2 できれば、君に連中を捕まえて
0x003f57a7 D藍'正反
0x003f5835 いる。

0x003f5800 ﾙしいのだが…。
0x003f5815 ｰ芦豌ナモを助けてくれて感謝して
0x003f583c その君の勇気と強さをみこんで、頼みたいのだが、
0x003f586b 我々に協力してはくれまいか？
0x003f5888 マリオネット強盗団を我々の
0x003f58a3 同志が倒しにいったまま
0x003f58ba 戻ってこない…。
0x003f58cb いったいどうしたんだろう。
0x003f58e6 古代の洞窟にいる怪獣が、
0x003f58ff ジャングルに来るなんて
0x003f5916 めずらしいなぁ。
0x003f5929 ｦ$-いやぁ、本当に助かったよ。
0x003f5947 さすが賞金稼ぎをしているだけのことはあるね。
0x003f5974 $.それにしても、
0x003f5985 マリオネット強盗団め、
0x003f599c やっぱり俺一人の力では、
0x003f59b5 どうすることもできない。
0x003f59ce $/このままがまんしてるしか
0x003f59e9 ないのか…。
0x003f59f6 $0あっ、そうだ。
0x003f5a07 助けてくれたお礼をしないとね。そんな装備じゃ、魔物との戦いがつらいだろう。
0x003f5a52 $1このお金で、防具でも買って
0x003f5a6f くるといい。
0x003f5a81 ５００Ｇｏｌｄ
0x003f5a91 をもらった。
0x003f5aa0 ｦ$2マテリアルを探しているんなら、この先へ行くつもりなんだろ？
0x003f5ade $3この塔の最上階に、スイッチが
0x003f5afd ある。
0x003f5b04 $4そいつを解除しないと、
0x003f5b1d 他の扉がひらかないように
0x003f5b36 なっているんだ。
0x003f5b47 $5しかし、そのスイッチの所には、２匹の巨大な魔物がいて、
0x003f5b80 通ることができない。
0x003f5b95 $6気をつけていけよ。
0x003f5bac ｦ絶対、マテリアルを捕まえて
0x003f5bc8 くれよ。
0x003f5bd1 俺もがんばるからな。
0x003f5beb 開かれた扉を再び閉じた。
0x003f5c09 閉ざされた扉を開けた。
0x003f5c23 魔物が倒れると同時に
0x003f5c38 隠し扉が開く音が聞こえた。
0x003f5c56 鍵を手にいれた。

0x0041ddce ショートソード　軽量で扱いやすい剣。しかし、殺傷能力は低い。
0x0041de0c ロングソード　　長さ１ｍほどの長剣。化物の多い洞窟内では必需品。
0x0041de4e ファルシオン　　鋼鉄でできた大きめの剣。攻撃力はなかなかのもの。
0x0041de90 フレイムソード　炎でつくられた剣その使いやすさと殺傷能力は保証付
0x0041ded2 ライトセイバー　現存する剣の中で最強を誇る剣。
0x0041df02 ファイアの魔法　進行方向へ連射できる。どんな場所でも有効である。
0x0041df44 ファイア　ＤＸ　ファイアの魔法が３つに分裂する。
0x0041df76 サンダーの魔法　雷の槍が敵を　　貫通
0x0041df9c ホーミング　　　最高６個の弾が敵を追う。ただし効かない敵もいる。
0x0041dfde フォース　　　　自らの魔力を弾にして敵に放つ。
0x0041e00e ファイアボール　体内にためた炎を吹き出す。
0x0041e03a テイルアタック　強力な回転と尻尾で敵に大きなダメージをあたえる。
0x0041e07c アックス　　　　敵を一刀両断に　切り裂く強力な　武器。
0x0041e0b4 アイアンクロー　鋭い爪で敵を切り刻む。
0x0041e0dc ファイアブレス　体内にためた力を一気に放つ。　　威力絶大
0x0041e116 レザーアーマー　馬の革を何枚も重ねてある。　　　防御能力は低い。
0x0041e158 チェーンメイル　鎖で編まれていて丈夫にできている役にたつだろう。
0x0041e19a プレートメイル　鋼鉄でできてるので重いが多少の攻撃なら充分戦える
0x0041e1dc ミスリルアーマー数多くの敵と闘うにはこれくらいの鎧は必要である。
0x0041e21e ゴールドアーマー現代の技術では最高の強度を持つ鎧である。
0x0041e258 レッドローブ　　魔法使いのマント
0x0041e27a ブルーローブ　　魔法使いのマント
0x0041e29c イエローローブ　魔法使いのマント
0x0041e2be シルバーローブ　魔法使いのマント
0x0041e2e0 ゴールドローブ　魔法使いのマント
0x0041e302 ウッドシールド　木製なので軽く

0x0041e450 て動きやすいが防御能力は低い。
0x0041e470 スモールシールドウッドシールドより少し小さいがなかなか丈夫である
0x0041e4b2 ラージシールド　スモールシールドと同じ材質の少し大きめの盾。
0x0041e4f0 ミスリルシールドこの盾は敵の攻撃を防ぐには充分な効力を持っている
0x0041e532 ゴールドシールドこの盾は最強の盾といえるだろう。
0x0041e564 ブロンズミラー　魔法の力で敵の攻撃を跳ね返す。
0x0041e594 メタルミラー　　魔法の力で敵の攻撃を跳ね返す。
0x0041e5c4 プラチナミラー　魔法の力で敵の攻撃を跳ね返す。
0x0041e5f4 ミスリルミラー　魔法の力で敵の攻撃を跳ね返す。
0x0041e624 ゴールドミラー　魔法の力で敵の攻撃を跳ね返す。
0x0041e654 無敵　　　　　　一定時間無敵！！
0x0041e676 ヘルメット　　　一定時間上空からの攻撃を防ぐことができる。
0x0041e6b2 スパイクブーツ　氷の上でも滑らない。
0x0041e6d8 石靴　　　　　　トゲの上でも平気で歩ける。ただしジャンプ力下がる
0x0041e71a ツルハシ
0x0041e72c ダガー　　　　　投げナイフ。
0x0041e74a ブーメラン　　　回転しながら手元にもどってくる、武器。
0x0041e782 オレンジ　　　　体力が２０回復する。
0x0041e7a8 チェリー　　　　体力が５０回復する。
0x0041e7ce リンゴ　　　　　体力が完全回復する。
0x0041e7f4 金塊
0x0041e806 エリクサー　　　復活剤。
0x0041e820 ブーメランＤＸ　ブーメランのパワーアップ型。

0x0041fbf9 アイアンソード
0x0041fc0a プラズマブレードPウォータービームPロッククラッシュ@アイアンアーマー
0x0041fc4e プラズマアーマーPアクアローブ　　Pバトルアーマー　@アイアンシールド


0x00439439 いらっしゃいませご用件は？
0x0043945a 　買う
0x00439461 　　売る
0x0043946c 　治療
0x00439473 　　説明
0x0043947d 他にも何かご用がございますか？
0x0043949e 　買う
0x004394a5 　　売る
0x004394b0 　治療
0x004394b7 　　説明
0x004394c3 どれをお求めに　なりますか？
0x004394e1 　でよろしい　　　　　　ですか？
0x00439502 　ＹＥＳ
0x0043950e ＮＯ
0x00439514 あなたはそのアイテムをこれ以上持てません。
0x00439540 お金が足りません
0x00439554 ありがとうございました。
0x0043956e 何を売っていただけますか？
0x0043958a になります。
0x0043959b 　ＹＥＳ
0x004395a7 ＮＯ
0x004395ad これ以上　売れるものがありません
0x004395cf 治療に　　　　　ゴールド必要です治療しますか？
0x00439600 　ＹＥＳ
0x0043960c ＮＯ
0x00439612 どこにも異常は　ないようです。
0x00439632 お大事に‥‥。

0x003c1fce ショートソード　軽量で扱いやすい剣。しかし、殺傷能力は低い。
0x003c200c ロングソード　　長さ１ｍほどの長剣。化物の多い洞窟内では必需品。
0x003c204e ファルシオン　　鋼鉄でできた大きめの剣。攻撃力はなかなかのもの。
0x003c2090 フレイムソード　炎でつくられた剣その使いやすさと殺傷能力は保証付
0x003c20d2 ライトセイバー　現存する剣の中で最強を誇る剣。
0x003c2102 ファイアの魔法　進行方向へ連射できる。どんな場所でも有効である。
0x003c2144 ファイア　ＤＸ　ファイアの魔法が３つに分裂する。
0x003c2176 サンダーの魔法　雷の槍が敵を　　貫通
0x003c219c ホーミング　　　最高６個の弾が敵を追う。ただし効かない敵もいる。
0x003c21de フォース　　　　自らの魔力を弾にして敵に放つ。
0x003c220e ファイアボール　体内にためた炎を吹き出す。
0x003c223a テイルアタック　強力な回転と尻尾で敵に大きなダメージをあたえる。
0x003c227c アックス　　　　敵を一刀両断に　切り裂く強力な　武器。
0x003c22b4 アイアンクロー　鋭い爪で敵を切り刻む。
0x003c22dc ファイアブレス　体内にためた力を一気に放つ。　　威力絶大
0x003c2316 レザーアーマー　馬の革を何枚も重ねてある。　　　防御能力は低い。
0x003c2358 チェーンメイル　鎖で編まれていて丈夫にできている役にたつだろう。
0x003c239a プレートメイル　鋼鉄でできてるので重いが多少の攻撃なら充分戦える
0x003c23dc ミスリルアーマー数多くの敵と闘うにはこれくらいの鎧は必要である。
0x003c241e ゴールドアーマー現代の技術では最高の強度を持つ鎧である。
0x003c2458 レッドローブ　　魔法使いのマント
0x003c247a ブルーローブ　　魔法使いのマント
0x003c249c イエローローブ　魔法使いのマント
0x003c24be シルバーローブ　魔法使いのマント
0x003c24e0 ゴールドローブ　魔法使いのマント
0x003c2650 て動きやすいが防御能力は低い。
0x003c2670 スモールシールドウッドシールドより少し小さいがなかなか丈夫である
0x003c26b2 ラージシールド　スモールシールドと同じ材質の少し大きめの盾。
0x003c26f0 ミスリルシールドこの盾は敵の攻撃を防ぐには充分な効力を持っている
0x003c2732 ゴールドシールドこの盾は最強の盾といえるだろう。
